Ciclo;ErrorEntrenamiento;ErrorValidacion
57;0.0168119156782;0.0172011230421
58;0.016809694627;0.017199128557
59;0.0168075146677;0.0171972103949
60;0.0168053738178;0.0171953645928
61;0.016803270261;0.0171935874495
62;0.0168012023318;0.0171918755051
63;0.0167991685011;0.0171902255237
64;0.0167971673635;0.0171886344758
65;0.016795197626;0.0171870995236
66;0.016793258097;0.0171856180066
67;0.0167913476775;0.017184187429
68;0.0167894653519;0.0171828054471
69;0.0167876101809;0.0171814698591
70;0.0167857812939;0.0171801785944
71;0.0167839778832;0.0171789297047
72;0.0167821991978;0.0171777213554
73;0.0167804445387;0.0171765518174
74;0.0167787132539;0.0171754194601
75;0.0167770047342;0.0171743227448
76;0.0167753184094;0.0171732602183
77;0.0167736537449;0.017172230507
78;0.0167720102385;0.0171712323121
79;0.0167703874173;0.0171702644043
80;0.0167687848357;0.0171693256196
81;0.0167672020725;0.0171684148549
82;0.0167656387291;0.0171675310641
83;0.0167640944275;0.0171666732546
84;0.0167625688085;0.0171658404839
85;0.0167610615302;0.0171650318568
86;0.0167595722665;0.017164246522
87;0.016758100706;0.0171634836698
88;0.0167566465505;0.0171627425296
89;0.0167552095143;0.0171620223674
90;0.016753789323;0.0171613224839
91;0.0167523857126;0.0171606422121
92;0.0167509984289;0.017159980916
93;0.0167496272264;0.0171593379882
94;0.0167482718681;0.0171587128489
95;0.0167469321248;0.0171581049439
96;0.0167456077742;0.0171575137432
97;0.0167442986008;0.0171569387402
98;0.0167430043952;0.0171563794498
99;0.0167417249539;0.0171558354074
100;0.0167404600788;0.0171553061681
101;0.0167392095768;0.0171547913054
102;0.0167379732596;0.0171542904103
103;0.0167367509435;0.0171538030903
104;0.0167355424487;0.0171533289687
105;0.0167343475997;0.0171528676837
106;0.0167331662247;0.0171524188878
107;0.0167319981553;0.0171519822467
108;0.0167308432267;0.0171515574392
109;0.016729701277;0.0171511441561
110;0.0167285721478;0.0171507420997
111;0.0167274556832;0.0171503509834
112;0.0167263517303;0.0171499705311
113;0.0167252601389;0.0171496004767
114;0.0167241807611;0.0171492405634
115;0.0167231134519;0.0171488905438
116;0.0167220580681;0.0171485501787
117;0.0167210144692;0.0171482192375
118;0.0167199825167;0.0171478974974
119;0.0167189620743;0.0171475847429
120;0.0167179530077;0.0171472807659
121;0.0167169551846;0.017146985365
122;0.0167159684745;0.0171466983453
123;0.0167149927489;0.0171464195182
124;0.0167140278812;0.0171461487012
125;0.0167130737462;0.0171458857174
126;0.0167121302207;0.0171456303952
127;0.0167111971831;0.0171453825686
128;0.0167102745136;0.0171451420763
129;0.0167093620935;0.017144908762
130;0.0167084598062;0.0171446824738
131;0.0167075675363;0.0171444630644
132;0.0167066851699;0.0171442503907
133;0.0167058125947;0.0171440443135
134;0.0167049496997;0.0171438446977
135;0.0167040963753;0.0171436514118
136;0.0167032525133;0.0171434643279
137;0.0167024180068;0.0171432833216
138;0.0167015927503;0.0171431082718
139;0.0167007766395;0.0171429390605
140;0.0166999695714;0.017142775573
141;0.0166991714443;0.0171426176972
142;0.0166983821576;0.017142465324
143;0.0166976016121;0.0171423183472
144;0.0166968297095;0.017142176663
145;0.016696066353;0.0171420401702
146;0.0166953114466;0.01714190877
147;0.0166945648959;0.0171417823661
148;0.016693826607;0.0171416608642
149;0.0166930964877;0.0171415441724
150;0.0166923744466;0.017141432201
151;0.0166916603932;0.017141324862
152;0.0166909542384;0.0171412220698
153;0.0166902558939;0.0171411237402
154;0.0166895652725;0.0171410297913
155;0.016688882288;0.0171409401428
156;0.0166882068552;0.017140854716
157;0.0166875388899;0.0171407734341
158;0.0166868783088;0.0171406962217
159;0.0166862250297;0.0171406230051
160;0.0166855789712;0.017140553712
161;0.0166849400528;0.0171404882718
162;0.0166843081951;0.0171404266149
163;0.0166836833194;0.0171403686735
164;0.0166830653481;0.0171403143809
165;0.0166824542044;0.0171402636717
166;0.0166818498122;0.017140216482
167;0.0166812520966;0.0171401727488
168;0.0166806609832;0.0171401324104
169;0.0166800763987;0.0171400954064
170;0.0166794982706;0.0171400616773
171;0.0166789265271;0.0171400311649
172;0.0166783610972;0.0171400038119
173;0.0166778019108;0.0171399795621
174;0.0166772488987;0.0171399583603
175;0.0166767019922;0.0171399401523
176;0.0166761611235;0.0171399248848
177;0.0166756262257;0.0171399125056
178;0.0166750972325;0.0171399029631
179;0.0166745740783;0.0171398962068
180;0.0166740566984;0.0171398921872
181;0.0166735450287;0.0171398908552
182;0.0166730390058;0.017139892163
183;0.0166725385672;0.0171398960633
184;0.0166720436509;0.0171399025097
185;0.0166715541957;0.0171399114566
186;0.016671070141;0.017139922859
187;0.0166705914269;0.0171399366728
188;0.0166701179943;0.0171399528545
189;0.0166696497846;0.0171399713613
190;0.01666918674;0.0171399921513
191;0.0166687288031;0.0171400151829
192;0.0166682759175;0.0171400404155
193;0.0166678280271;0.017140067809
194;0.0166673850765;0.0171400973238
195;0.0166669470111;0.0171401289212
196;0.0166665137768;0.0171401625629
197;0.01666608532;0.0171401982112
198;0.0166656615879;0.0171402358291
199;0.016665242528;0.0171402753801
200;0.0166648280888;0.0171403168282
201;0.0166644182189;0.017140360138
202;0.0166640128678;0.0171404052747
203;0.0166636119856;0.0171404522039
204;0.0166632155226;0.0171405008919
205;0.01666282343;0.0171405513053
206;0.0166624356595;0.0171406034114
207;0.016662052163;0.0171406571778
208;0.0166616728935;0.0171407125726
209;0.0166612978041;0.0171407695647
210;0.0166609268484;0.017140828123
211;0.0166605599809;0.0171408882172
212;0.0166601971561;0.0171409498172
213;0.0166598383295;0.0171410128935
214;0.0166594834568;0.0171410774171
215;0.0166591324941;0.0171411433592
216;0.0166587853984;0.0171412106916
217;0.0166584421267;0.0171412793865
218;0.0166581026367;0.0171413494164
219;0.0166577668868;0.0171414207543
220;0.0166574348354;0.0171414933736
221;0.0166571064416;0.017141567248
222;0.0166567816651;0.0171416423517
223;0.0166564604658;0.0171417186591
224;0.0166561428041;0.0171417961452
225;0.0166558286409;0.0171418747852
226;0.0166555179375;0.0171419545547
227;0.0166552106557;0.0171420354297
228;0.0166549067577;0.0171421173864
229;0.0166546062059;0.0171422004016
230;0.0166543089635;0.0171422844523
231;0.0166540149938;0.0171423695156
232;0.0166537242606;0.0171424555694
233;0.0166534367282;0.0171425425916
234;0.0166531523612;0.0171426305605
235;0.0166528711245;0.0171427194546
236;0.0166525929836;0.017142809253
237;0.0166523179043;0.0171428999348
238;0.0166520458526;0.0171429914796
239;0.0166517767953;0.0171430838672
240;0.016651510699;0.0171431770777
241;0.0166512475312;0.0171432710915
242;0.0166509872594;0.0171433658893
243;0.0166507298517;0.0171434614521
244;0.0166504752763;0.0171435577611
245;0.0166502235021;0.0171436547978
246;0.0166499744979;0.0171437525441
247;0.0166497282333;0.017143850982
248;0.016649484678;0.0171439500938
249;0.0166492438019;0.0171440498621
250;0.0166490055756;0.0171441502697
251;0.0166487699697;0.0171442512997
252;0.0166485369553;0.0171443529354
253;0.0166483065037;0.0171444551603
254;0.0166480785866;0.0171445579584
255;0.0166478531761;0.0171446613137
256;0.0166476302444;0.0171447652104
257;0.0166474097642;0.0171448696331
258;0.0166471917083;0.0171449745664
259;0.01664697605;0.0171450799955
260;0.0166467627629;0.0171451859054
261;0.0166465518206;0.0171452922816
262;0.0166463431974;0.0171453991098
263;0.0166461368675;0.0171455063757
264;0.0166459328058;0.0171456140654
265;0.016645730987;0.0171457221652
266;0.0166455313865;0.0171458306616
267;0.0166453339798;0.0171459395412
268;0.0166451387426;0.0171460487909
269;0.0166449456509;0.0171461583977
270;0.0166447546811;0.017146268349
271;0.0166445658098;0.0171463786321
272;0.0166443790137;0.0171464892348
273;0.01664419427;0.0171466001448
274;0.016644011556;0.0171467113503
275;0.0166438308492;0.0171468228393
276;0.0166436521276;0.0171469346002
277;0.0166434753692;0.0171470466217
278;0.0166433005523;0.0171471588924
279;0.0166431276555;0.0171472714012
280;0.0166429566576;0.0171473841373
281;0.0166427875376;0.0171474970899
282;0.0166426202749;0.0171476102483
283;0.0166424548489;0.0171477236022
284;0.0166422912392;0.0171478371413
285;0.016642129426;0.0171479508555
286;0.0166419693893;0.0171480647349
287;0.0166418111096;0.0171481787696
288;0.0166416545674;0.01714829295
289;0.0166414997437;0.0171484072667
290;0.0166413466193;0.0171485217102
291;0.0166411951756;0.0171486362715
292;0.016641045394;0.0171487509415
293;0.0166408972562;0.0171488657113
294;0.016640750744;0.0171489805721
295;0.0166406058395;0.0171490955153
296;0.0166404625249;0.0171492105325
297;0.0166403207828;0.0171493256152
298;0.0166401805958;0.0171494407554
299;0.0166400419466;0.0171495559449
300;0.0166399048184;0.0171496711758
301;0.0166397691944;0.0171497864402
302;0.0166396350579;0.0171499017306
303;0.0166395023926;0.0171500170393
304;0.0166393711822;0.017150132359
305;0.0166392414107;0.0171502476822
306;0.0166391130622;0.0171503630019
307;0.016638986121;0.0171504783109
308;0.0166388605717;0.0171505936023
309;0.0166387363987;0.0171507088693
310;0.016638613587;0.0171508241052
311;0.0166384921216;0.0171509393034
312;0.0166383719876;0.0171510544573
313;0.0166382531703;0.0171511695606
314;0.0166381356552;0.017151284607
315;0.0166380194279;0.0171513995903
316;0.0166379044743;0.0171515145046
317;0.0166377907803;0.0171516293439
318;0.0166376783319;0.0171517441022
319;0.0166375671156;0.0171518587739
320;0.0166374571177;0.0171519733533
321;0.0166373483247;0.0171520878349
322;0.0166372407234;0.0171522022132
323;0.0166371343006;0.0171523164828
324;0.0166370290434;0.0171524306386
325;0.0166369249388;0.0171525446754
326;0.0166368219743;0.017152658588
327;0.0166367201372;0.0171527723716
328;0.0166366194151;0.0171528860212
329;0.0166365197958;0.017152999532
330;0.0166364212669;0.0171531128994
331;0.0166363238167;0.0171532261187
332;0.0166362274331;0.0171533391854
333;0.0166361321044;0.017153452095
334;0.0166360378189;0.0171535648432
335;0.0166359445653;0.0171536774256
336;0.0166358523321;0.0171537898382
337;0.016635761108;0.0171539020767
338;0.016635670882;0.0171540141372
339;0.0166355816431;0.0171541260156
340;0.0166354933803;0.017154237708
341;0.016635406083;0.0171543492108
342;0.0166353197405;0.0171544605201
343;0.0166352343422;0.0171545716322
344;0.0166351498778;0.0171546825436
345;0.016635066337;0.0171547932508
346;0.0166349837097;0.0171549037503
347;0.0166349019857;0.0171550140388
348;0.0166348211551;0.0171551241128
349;0.0166347412081;0.0171552339693
350;0.0166346621349;0.017155343605
351;0.0166345839259;0.0171554530169
352;0.0166345065717;0.0171555622018
353;0.0166344300627;0.0171556711568
354;0.0166343543897;0.017155779879
355;0.0166342795435;0.0171558883656
356;0.016634205515;0.0171559966138
357;0.0166341322951;0.0171561046208
358;0.0166340598751;0.0171562123839
359;0.016633988246;0.0171563199007
360;0.0166339173992;0.0171564271684
361;0.016633847326;0.0171565341847
362;0.0166337780179;0.0171566409471
363;0.0166337094666;0.0171567474532
364;0.0166336416637;0.0171568537007
365;0.0166335746009;0.0171569596873
366;0.0166335082702;0.0171570654109
367;0.0166334426634;0.0171571708692
368;0.0166333777725;0.0171572760601
369;0.0166333135898;0.0171573809817
370;0.0166332501074;0.0171574856318
371;0.0166331873177;0.0171575900086
372;0.0166331252129;0.0171576941101
373;0.0166330637856;0.0171577979345
374;0.0166330030283;0.01715790148
375;0.0166329429336;0.0171580047447
376;0.0166328834943;0.017158107727
377;0.0166328247031;0.0171582104252
378;0.0166327665529;0.0171583128377
379;0.0166327090367;0.017158414963
380;0.0166326521475;0.0171585167994
381;0.0166325958784;0.0171586183454
382;0.0166325402226;0.0171587195997
383;0.0166324851733;0.0171588205609
384;0.0166324307239;0.0171589212274
385;0.0166323768677;0.0171590215981
386;0.0166323235983;0.0171591216717
387;0.0166322709092;0.0171592214468
388;0.016632218794;0.0171593209223
389;0.0166321672464;0.0171594200971
390;0.0166321162602;0.0171595189699
391;0.0166320658292;0.0171596175398
392;0.0166320159473;0.0171597158055
393;0.0166319666084;0.0171598137662
394;0.0166319178067;0.0171599114209
395;0.0166318695361;0.0171600087685
396;0.016631821791;0.0171601058082
397;0.0166317745654;0.0171602025392
398;0.0166317278536;0.0171602989604
399;0.0166316816501;0.0171603950712
400;0.0166316359493;0.0171604908708
401;0.0166315907456;0.0171605863584
402;0.0166315460335;0.0171606815332
403;0.0166315018078;0.0171607763947
404;0.0166314580629;0.0171608709421
405;0.0166314147937;0.0171609651749
406;0.0166313719949;0.0171610590924
407;0.0166313296614;0.0171611526941
408;0.016631287788;0.0171612459794
409;0.0166312463697;0.0171613389478
410;0.0166312054015;0.0171614315989
411;0.0166311648785;0.0171615239322
412;0.0166311247957;0.0171616159472
413;0.0166310851484;0.0171617076436
414;0.0166310459317;0.017161799021
415;0.016631007141;0.0171618900791
416;0.0166309687715;0.0171619808175
417;0.0166309308186;0.0171620712359
418;0.0166308932778;0.0171621613341
419;0.0166308561446;0.0171622511119
420;0.0166308194144;0.0171623405689
421;0.0166307830828;0.017162429705
422;0.0166307471455;0.01716251852
423;0.0166307115982;0.0171626070138
424;0.0166306764365;0.0171626951863
425;0.0166306416562;0.0171627830372
426;0.0166306072532;0.0171628705666
427;0.0166305732234;0.0171629577744
428;0.0166305395625;0.0171630446605
429;0.0166305062666;0.0171631312249
430;0.0166304733317;0.0171632174676
431;0.0166304407538;0.0171633033886
432;0.016630408529;0.017163388988
433;0.0166303766534;0.0171634742658
434;0.0166303451233;0.017163559222
435;0.0166303139347;0.0171636438569
436;0.016630283084;0.0171637281704
437;0.0166302525675;0.0171638121627
438;0.0166302223815;0.0171638958339
439;0.0166301925223;0.0171639791843
440;0.0166301629865;0.017164062214
441;0.0166301337704;0.0171641449231
442;0.0166301048706;0.017164227312
443;0.0166300762835;0.0171643093808
444;0.0166300480058;0.0171643911299
445;0.0166300200341;0.0171644725593
446;0.016629992365;0.0171645536695
447;0.0166299649952;0.0171646344607
448;0.0166299379215;0.0171647149332
449;0.0166299111405;0.0171647950874
450;0.0166298846491;0.0171648749235
451;0.0166298584441;0.017164954442
452;0.0166298325224;0.0171650336431
453;0.0166298068808;0.0171651125274
454;0.0166297815164;0.0171651910951
455;0.016629756426;0.0171652693466
456;0.0166297316067;0.0171653472825
457;0.0166297070554;0.0171654249031
458;0.0166296827694;0.0171655022088
459;0.0166296587456;0.0171655792001
460;0.0166296349812;0.0171656558775
461;0.0166296114734;0.0171657322414
462;0.0166295882193;0.0171658082924
463;0.0166295652162;0.0171658840309
464;0.0166295424614;0.0171659594575
465;0.016629519952;0.0171660345726
466;0.0166294976855;0.0171661093769
467;0.0166294756591;0.0171661838707
468;0.0166294538703;0.0171662580548
469;0.0166294323165;0.0171663319297
470;0.016629410995;0.0171664054958
471;0.0166293899033;0.0171664787539
472;0.016629369039;0.0171665517045
473;0.0166293483995;0.0171666243482
474;0.0166293279824;0.0171666966856
475;0.0166293077853;0.0171667687173
476;0.0166292878057;0.017166840444
477;0.0166292680413;0.0171669118663
478;0.0166292484897;0.0171669829848
479;0.0166292291486;0.0171670538002
480;0.0166292100156;0.0171671243132
481;0.0166291910886;0.0171671945244
482;0.0166291723653;0.0171672644344
483;0.0166291538434;0.0171673340441
484;0.0166291355208;0.017167403354
485;0.0166291173952;0.0171674723648
486;0.0166290994646;0.0171675410773
487;0.0166290817267;0.0171676094922
488;0.0166290641796;0.0171676776102
489;0.016629046821;0.017167745432
490;0.016629029649;0.0171678129583
491;0.0166290126615;0.0171678801899
492;0.0166289958564;0.0171679471275
493;0.0166289792319;0.0171680137719
494;0.0166289627859;0.0171680801238
495;0.0166289465165;0.017168146184
496;0.0166289304218;0.0171682119532
497;0.0166289144998;0.0171682774322
498;0.0166288987487;0.0171683426218
499;0.0166288831666;0.0171684075228

--------------------------------------------------------------------------

0.0163947549934
